what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.html.core,1.1.204.v200901141603,org.eclipse.wst.html.core,1511528776906
started,bundle,org.eclipse.wst.server.core,1.1.3.v20090209,org.eclipse.wst.server.core,1511528776906
started,bundle,org.eclipse.wst.server.ui,1.1.4.v20090128,org.eclipse.wst.server.ui,1511528776907
started,bundle,org.eclipse.wst.sse.core,1.1.303.v200901290024,org.eclipse.wst.sse.core,1511528776908
started,bundle,org.eclipse.wst.validation,1.2.6.v200902121900,org.eclipse.wst.validation,1511528776909
started,bundle,org.eclipse.wst.web,1.1.206.v200812100430,org.eclipse.wst.web,1511528776909
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.2.v200809031518,org.eclipse.wst.ws.service.policy.ui,1511528776910
started,bundle,org.eclipse.wst.xml.core,1.1.307.v200812040936,org.eclipse.wst.xml.core,1511528776910
started,bundle,org.tigris.subversion.clientadapter,1.6.12,org.tigris.subversion.clientadapter,1511528776910
started,bundle,org.tigris.subversion.subclipse.core,1.6.18,org.tigris.subversion.subclipse.core,1511528776910
started,bundle,org.tigris.subversion.subclipse.mylyn,3.0.0,org.tigris.subversion.subclipse.mylyn,1511528776910
started,bundle,org.tigris.subversion.subclipse.tools.usage,1.0.1,org.tigris.subversion.subclipse.tools.usage,1511528776910
started,bundle,org.tigris.subversion.subclipse.ui,1.6.18,org.tigris.subversion.subclipse.ui,1511528776913
started,bundle,org.eclipse.core.variables,3.2.100.v20080529-1300,org.eclipse.core.variables,1511528776957
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511528777052
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511528784341
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511528784378
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511528785589
activated,view,org.eclipse.ui.ide,3.4.2.M20090127-1700,org.eclipse.ui.views.ResourceNavigator,1511528789336
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511528797167
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511528798117
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511528810873
started,bundle,org.eclipse.wst.jsdt.core,1.0.104.v200901281939,org.eclipse.wst.jsdt.core,1511528813205
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.1.v200807241900,org.eclipse.wst.jsdt.manipulation,1511528813234
started,bundle,org.eclipse.wst.jsdt.ui,1.0.104.v200901290004,org.eclipse.wst.jsdt.ui,1511528813236
