what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511531176534
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511531179202
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511531183632
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511531185229
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511531187540
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511532969474
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511532975852
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511533580047
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511533713127
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511533721051
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1511533746168
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511533760140
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511533793544
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511533795366
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511533797780
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511533798833
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511533871976
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1511533878906
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511533892117
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511536410090
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511536410168
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511536411546
closed,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511536411716
stopped,bundle,com.collabnet.subversion.merge,2.2.4,com.collabnet.subversion.merge,1511536411948
stopped,bundle,com.hundsun.ares.studio.generate,1.0.0,com.hundsun.ares.studio.generate,1511536411950
