what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.ide,3.4.2.M20090127-1700,org.eclipse.ui.views.ResourceNavigator,1511529315350
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1511529315508
activated,view,org.eclipse.ui.ide,3.4.2.M20090127-1700,org.eclipse.ui.views.ResourceNavigator,1511529317719
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1511529317877
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1511529328200
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511529356279
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511529404719
activated,view,org.eclipse.ui.ide,3.4.2.M20090127-1700,org.eclipse.ui.views.ResourceNavigator,1511529406351
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1511529406969
opened,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1511529408099
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1511529408132
executed,command,,,AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction,1511529410564
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511529411588
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511529411764
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1511529412510
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511529424205
activated,view,org.eclipse.wst.server.ui,1.1.4.v20090128,org.eclipse.wst.server.ui.ServersView,1511529424302
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511529426671
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1511529426694
opened,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1511529426726
closed,view,org.eclipse.wst.server.ui,1.1.4.v20090128,org.eclipse.wst.server.ui.ServersView,1511529426730
closed,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1511529426747
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511529434947
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511529442926
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511529448448
