what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511270586866
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511270589031
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511270592614
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511270593453
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511270598179
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511270598871
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511270601727
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511270602747
started,bundle,org.eclipse.jst.common.annotations.ui,1.1.102.v200806010600,org.eclipse.jst.common.annotations.ui,1511270607151
started,bundle,org.eclipse.pde.api.tools,1.0.0.v20081117_r342,org.eclipse.pde.api.tools,1511270607221
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1511270607297
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511270609515
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511270610841
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511270612148
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511270613748
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511270620512
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511270622525
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511270627304
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511270628645
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511270633291
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511270634984
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1511270639560
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511270640094
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511270642757
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511270643885
