what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511270151574
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511270152412
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511270154792
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511270155576
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511270158057
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511270159106
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511270161237
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511270162196
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511270166398
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511270167243
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511270171060
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511270175628
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511270177834
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511270179266
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511270185540
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511270188938
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511270194823
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511270196224
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511270197967
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511270198691
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511270211585
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511270212359
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511270213915
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511270215756
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511270228430
