what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511275087025
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511275087346
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511275089010
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511275089206
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511275090366
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511275098724
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511275099867
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511275106856
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511275107935
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511275107968
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511275148994
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511275149120
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511275217526
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511275223640
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511275225308
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511275233745
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511275235913
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511275236359
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511275237213
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511275238524
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511275328150
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511275328473
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511275328998
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511275329230
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511275329723
