what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511529590718
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1511529590767
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511529591924
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1511529591957
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511529594553
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1511529594566
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1511529594603
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1511529595164
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1511529623875
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511529628677
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511529629081
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1511529630529
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1511529634451
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511529642600
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511529692741
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511529996557
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511531121904
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511531123577
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511531123804
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511531124565
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511531125248
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511531125286
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511531150456
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511531150753
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511531156772
