what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511273078669
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1511273081255
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511273081910
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511273087950
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511273089571
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511273091993
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511273092439
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511273105558
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511273106249
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511273171322
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1511273176881
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511273177435
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511273181800
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1511273188156
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511273188887
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511273189864
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511273190325
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511273191447
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511273191858
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511273195345
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511273196092
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511273361905
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511273364282
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511273440899
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1511273462295
