what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.web,1.1.206.v200812100430,org.eclipse.wst.web,1511269868768
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.2.v200809031518,org.eclipse.wst.ws.service.policy.ui,1511269868770
started,bundle,org.eclipse.wst.wsdl.validation,1.1.302.v200807240215,org.eclipse.wst.wsdl.validation,1511269868771
started,bundle,org.eclipse.wst.wsi.ui,1.0.400.v200805140300,org.eclipse.wst.wsi.ui,1511269868773
started,bundle,org.eclipse.wst.xml.core,1.1.307.v200812040936,org.eclipse.wst.xml.core,1511269868775
started,bundle,org.eclipse.wst.xml.ui,1.0.430.v200901212230,org.eclipse.wst.xml.ui,1511269868777
started,bundle,org.eclipse.wst.xsd.core,1.1.302.v200810020300,org.eclipse.wst.xsd.core,1511269868778
started,bundle,org.tigris.subversion.clientadapter,1.6.12,org.tigris.subversion.clientadapter,1511269868778
started,bundle,org.tigris.subversion.subclipse.core,1.6.18,org.tigris.subversion.subclipse.core,1511269868778
started,bundle,org.tigris.subversion.subclipse.mylyn,3.0.0,org.tigris.subversion.subclipse.mylyn,1511269868778
started,bundle,org.tigris.subversion.subclipse.tools.usage,1.0.1,org.tigris.subversion.subclipse.tools.usage,1511269868778
started,bundle,org.tigris.subversion.subclipse.ui,1.6.18,org.tigris.subversion.subclipse.ui,1511269868781
activated,view,org.eclipse.ui.ide,3.4.2.M20090127-1700,org.eclipse.ui.views.ResourceNavigator,1511269869755
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511269876345
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511269905040
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511269914779
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511269916285
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511269921064
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511269935502
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511269940498
started,bundle,org.eclipse.wst.common.frameworks.ui,1.1.202.v200901292145,org.eclipse.wst.common.frameworks.ui,1511269945360
started,bundle,org.eclipse.jst.servlet.ui,1.1.203.v200810222000,org.eclipse.jst.servlet.ui,1511269945362
started,bundle,org.eclipse.wst.common.environment,1.0.202.v200807161459,org.eclipse.wst.common.environment,1511269945365
started,bundle,org.eclipse.jst.j2ee.ui,1.1.206.v200901280857,org.eclipse.jst.j2ee.ui,1511269945373
started,bundle,org.eclipse.jst.jee.ejb,1.0.102.v200810230722,org.eclipse.jst.jee.ejb,1511269948722
