what,kind,bundleId,bundleVersion,description,time
activated,editor,com.spket.xml,1.6.17,com.spket.xml.editor.xmlEditor,1511181980867
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1511181985000
activated,editor,org.eclipse.wst.html.ui,1.0.302.v200810291731,org.eclipse.wst.html.core.htmlsource.source,1511181985367
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1511181992125
activated,editor,org.eclipse.jst.jsp.ui,1.1.312.v200901290909,org.eclipse.jst.jsp.core.jspsource.source,1511181992339
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1511181992802
activated,editor,org.eclipse.wst.html.ui,1.0.302.v200810291731,org.eclipse.wst.html.core.htmlsource.source,1511181992984
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1511182004267
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1511182012051
activated,editor,org.eclipse.ui.browser,3.2.201.v20080708_34x,org.eclipse.ui.browser.editor,1511182014679
activated,editor,com.spket.xml,1.6.17,com.spket.xml.editor.xmlEditor,1511182021285
activated,editor,org.eclipse.ui.browser,3.2.201.v20080708_34x,org.eclipse.ui.browser.editor,1511182026548
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511182029912
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511182039341
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1511182043168
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511182048089
started,bundle,org.eclipse.wst.common.environment,1.0.202.v200807161459,org.eclipse.wst.common.environment,1511182054791
started,bundle,org.eclipse.emf.codegen,2.4.0.v200902171115,org.eclipse.emf.codegen,1511182102075
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511182102442
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.newWizard,1511182102454
opened,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1511182102995
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1511182103064
started,bundle,org.eclipse.jdt.junit,3.4.0.v20080603-2000,org.eclipse.jdt.junit,1511182103154
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511182113740
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511182113770
