what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1511182540627
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511182552107
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511182552936
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511182554626
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511182557516
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1511182568151
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1511182568512
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1511182568707
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1511182568884
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1511182569172
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1511182571636
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511182573074
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511182574305
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1511182578212
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1511182580020
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1511182580314
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1511182582546
activated,view,org.eclipse.wst.server.ui,1.1.4.v20090128,org.eclipse.wst.server.ui.ServersView,1511182582646
executed,command,org.eclipse.wst.server.ui,1.1.4.v20090128,org.eclipse.wst.server.run,1511182584228
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1511182584709
activated,view,org.eclipse.wst.server.ui,1.1.4.v20090128,org.eclipse.wst.server.ui.ServersView,1511182586602
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511182587435
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511182588812
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511182589861
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1511182592085
